reviewer_row_id,paper_id,title,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,emotion_model,class_labels,class_balance,preproc_in_cv,model_family,adaptation_method,target_data_used,target_labels_used,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,primary_result,verification_status,source_checked,reviewer_source_location,reviewer_notes,author_protocol_label,author_protocol_label_location,verified_protocol_from_methods,verified_protocol_evidence_location,protocol_label_match,protocol_mismatch_type,verified_subject_disjoint,target_access_verified,protocol_audit_decision,reviewer_protocol_confidence
HME-0028,EEG-0054,Calibration free meta learning based approach for subject independent EEG emotion recognition,DEAP,32,1,32,128 (downsampled),dimensional,arousal (binary),,unclear,"few-shot meta-learning (Raw EEG + 3D CNN, episodic)","episodic meta-learning; zero-calibration (Setup II uses SI reference samples, no target)",none,no,yes,"subject-independent (zero-calibration, Setup II)",,cross-subject,subject-disjoint,unclear,accuracy,68.89,not reported,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,Zero-calibration Setup II = subject-independent (reference samples from OTHER subjects). DEAP val 69.92/aro 68.89.,"Setup II (zero-calibration, SI): val 69.92 (+2.02), aro 68.89 (+0.61). Setup I (uses same-subject reference samples): val 76.46, aro 75.81.",yes,no,verified,full-text,"Results (Proposed Setup II: DEAP val 69.92, aro 68.89)",Calibration-free DEAP arousal Setup II 68.89. Setup I 75.81.,subject-independent,Abstract,subject-independent zero-calibration (Setup II; no target samples),Table (Proposed Test Setup II),match,,yes,none,pool-with-cross-subject,moderate
HME-0029,EEG-0053,Cross-dataset EEG emotion recognition based on pre-trained Vision Transformer considering emotional sensitivity diversity,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,pre-trained encoder from sensitive data + Vision Transformer (PESD),"transfer learning (Mixup + Triplet + domain discriminator), cross-DATASET",unlabeled-target (transductive),no,yes,"cross-dataset (train one dataset, test another)",,cross-dataset,subject-disjoint,unclear,accuracy,93.14,not verified,,no,none reported,mean,cross-dataset transductive DA,none,moderate,"CROSS-DATASET protocol (not standard cross-subject LOSO). Highest acc SEED 93.14, SEED-IV 83.18, DEAP 93.53(HIGH), FACED 92.55.",Cross-DATASET (not cross-subject). DEAP cross-dataset 93.53% is HIGH; verify. include_meta pending (protocol differs from cross-subject pool).,yes,yes,verified,full-text,"Abstract (highest: SEED 93.14, SEED-IV 83.18, DEAP 93.53, FACED 92.55)","PESD CROSS-DATASET SEED 93.14 (not cross-subject LOSO). DEAP cross-dataset 93.53 (HIGH), FACED 92.55.",cross-subject,Abstract,cross-dataset transductive DA (domain discriminator + pre-training),Abstract 'cross-dataset ... four datasets',match,,yes,unlabeled-target-data,"needs-adjudication (cross-dataset, not cross-subject)",moderate
HME-0030,EEG-0053,Cross-dataset EEG emotion recognition based on pre-trained Vision Transformer considering emotional sensitivity diversity,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,pre-trained encoder from sensitive data + Vision Transformer (PESD),"transfer learning (Mixup + Triplet + domain discriminator), cross-DATASET",unlabeled-target (transductive),no,yes,"cross-dataset (train one dataset, test another)",,cross-dataset,subject-disjoint,unclear,accuracy,83.18,not verified,,no,none reported,mean,cross-dataset transductive DA,none,moderate,"CROSS-DATASET protocol (not standard cross-subject LOSO). Highest acc SEED 93.14, SEED-IV 83.18, DEAP 93.53(HIGH), FACED 92.55.",Cross-DATASET (not cross-subject). DEAP cross-dataset 93.53% is HIGH; verify. include_meta pending (protocol differs from cross-subject pool).,yes,no,verified,full-text,"Abstract (highest: SEED 93.14, SEED-IV 83.18, DEAP 93.53, FACED 92.55)",PESD CROSS-DATASET SEED-IV 83.18.,cross-subject,Abstract,cross-dataset transductive DA (domain discriminator + pre-training),Abstract 'cross-dataset ... four datasets',match,,yes,unlabeled-target-data,"needs-adjudication (cross-dataset, not cross-subject)",moderate
HME-0031,EEG-0020,Contrastive Learning of Subject-Invariant EEG Representations for Cross-Subject Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,contrastive CNN (CLISA) + DE + classifier,contrastive inter-subject alignment (CLISA); no target data in training,none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),cross-validation for hyperparams,accuracy,86.4,6.4,,no,paired t-test,mean,"cross-subject LOSO (contrastive representation, inductive)",none,low,LOSO subject-disjoint; contrastive alignment on source subjects only (no target access); plausible 86.4%,,yes,yes,verified,full-text,"Sec 5 (SEED 86.4/6.4, Table 5); Sec 4 protocol","CLISA. SEED 3-class LOSO 86.4/6.4 (primary). THU-EP binary 71.9/8.8, 9-class 45.7/11.8 (10-fold). SEED generalizability(new stimuli) 77.4/13.4.",cross-subject (subject-invariant),Title; Abstract,"LOSO cross-subject, contrastive (no target access)",Methods 'leave-one-subject-out cross-validation for the SEED dataset',match,,yes,none,pool-with-cross-subject,high
HME-0032,EEG-0009,SDC-Net: A Domain Adaptation Framework with Semantic-Dynamic Consistency for Cross-Subject EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,semantic-dynamic consistency DA network (SDC-Net),unsupervised DA (RKHS alignment + confidence pseudo-labels + same-subject-same-trial mixup),unlabeled-target (transductive),no,yes,single-session leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,91.85,5.98,,no,none reported,mean,cross-subject transductive DA,none,low,"Label-free UDA, LOSO. Mixup is WITHIN same subject+trial (not leakage). SEED 91.85/5.98.","Main cross-subject SEED 91.85/5.98; a stricter protocol (Table IV) gives SEED 82.22/4.68, SEED-IV 68.84/8.05.",yes,yes,verified,full-text,"Results (SDC-Net SEED 91.85/5.98, SEED-IV 74.88/10.47)",SDC-Net SEED UDA 91.85/5.98 (2025 arXiv preprint). FACED-2 75.2/8.46.,cross-subject,Abstract,"LOSO cross-subject, transductive UDA (unlabeled target + pseudo-labels)",Results (single-session LOSO); 'fully label-free',match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0033,EEG-0009,SDC-Net: A Domain Adaptation Framework with Semantic-Dynamic Consistency for Cross-Subject EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,semantic-dynamic consistency DA network (SDC-Net),unsupervised DA (RKHS alignment + confidence pseudo-labels + same-subject-same-trial mixup),unlabeled-target (transductive),no,yes,single-session leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,74.88,10.47,,no,none reported,mean,cross-subject transductive DA,none,low,"Label-free UDA, LOSO. Mixup is WITHIN same subject+trial (not leakage). SEED 91.85/5.98.","Main cross-subject SEED 91.85/5.98; a stricter protocol (Table IV) gives SEED 82.22/4.68, SEED-IV 68.84/8.05.",yes,no,verified,full-text,"Results (SDC-Net SEED 91.85/5.98, SEED-IV 74.88/10.47)",SDC-Net SEED-IV UDA 74.88/10.47.,cross-subject,Abstract,"LOSO cross-subject, transductive UDA (unlabeled target + pseudo-labels)",Results (single-session LOSO); 'fully label-free',match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0038,EEG-0010,HEDN: A Hard-Easy Dual Network with Source Reliability Assessment for Cross-Subject EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,"hard-easy dual network + source reliability assessment (HEDN, MSDA)",reliability-aware multi-source DA (prototype pseudo-labels + adversarial),unlabeled-target (transductive),no,yes,cross-subject (single-session LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,94.00,7.05,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED 94.00% - among highest in corpus; 2025 arXiv preprint; transductive MSDA + pseudo-labels.,"SEED 94.00/7.05, SEED-IV 79.36/9.62. Parenthesized cross-session-like (96.39/05.26). Cross-dataset SEED->SEED-IV 69.69%.",yes,yes,verified,full-text,"Results (HEDN SEED 94.00/7.05, SEED-IV 79.36/9.62; DEAP val 73.07/5.01 aro 73.20/8.97)",HEDN SEED 94.00/7.05 - NEAR-CEILING flag (2025 arXiv preprint).,cross-subject,Abstract,cross-subject transductive multi-source DA (unlabeled target + pseudo-labels),Results table (HEDN(Ours)),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0039,EEG-0010,HEDN: A Hard-Easy Dual Network with Source Reliability Assessment for Cross-Subject EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,"hard-easy dual network + source reliability assessment (HEDN, MSDA)",reliability-aware multi-source DA (prototype pseudo-labels + adversarial),unlabeled-target (transductive),no,yes,cross-subject (single-session LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,79.36,9.62,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED 94.00% - among highest in corpus; 2025 arXiv preprint; transductive MSDA + pseudo-labels.,"SEED 94.00/7.05, SEED-IV 79.36/9.62. Parenthesized cross-session-like (96.39/05.26). Cross-dataset SEED->SEED-IV 69.69%.",yes,no,verified,full-text,"Results (HEDN SEED 94.00/7.05, SEED-IV 79.36/9.62; DEAP val 73.07/5.01 aro 73.20/8.97)",HEDN SEED-IV 79.36/9.62.,cross-subject,Abstract,cross-subject transductive multi-source DA (unlabeled target + pseudo-labels),Results table (HEDN(Ours)),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0040,EEG-0010,HEDN: A Hard-Easy Dual Network with Source Reliability Assessment for Cross-Subject EEG Emotion Recognition,DEAP,32,1,32,128 (downsampled),dimensional,valence (binary),,unclear,"hard-easy dual network + source reliability assessment (HEDN, MSDA)",reliability-aware multi-source DA (prototype pseudo-labels + adversarial),unlabeled-target (transductive),no,yes,cross-subject (single-session LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,73.07,5.01,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED 94.00% - among highest in corpus; 2025 arXiv preprint; transductive MSDA + pseudo-labels.,"SEED 94.00/7.05, SEED-IV 79.36/9.62. Parenthesized cross-session-like (96.39/05.26). Cross-dataset SEED->SEED-IV 69.69%.",yes,no,verified,full-text,"Results (HEDN SEED 94.00/7.05, SEED-IV 79.36/9.62; DEAP val 73.07/5.01 aro 73.20/8.97)",HEDN DEAP valence 73.07/5.01.,cross-subject,Abstract,cross-subject transductive multi-source DA (unlabeled target + pseudo-labels),Results table (HEDN(Ours)),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0041,EEG-0010,HEDN: A Hard-Easy Dual Network with Source Reliability Assessment for Cross-Subject EEG Emotion Recognition,DEAP,32,1,32,128 (downsampled),dimensional,arousal (binary),,unclear,"hard-easy dual network + source reliability assessment (HEDN, MSDA)",reliability-aware multi-source DA (prototype pseudo-labels + adversarial),unlabeled-target (transductive),no,yes,cross-subject (single-session LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,73.20,8.97,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED 94.00% - among highest in corpus; 2025 arXiv preprint; transductive MSDA + pseudo-labels.,"SEED 94.00/7.05, SEED-IV 79.36/9.62. Parenthesized cross-session-like (96.39/05.26). Cross-dataset SEED->SEED-IV 69.69%.",yes,no,verified,full-text,"Results (HEDN SEED 94.00/7.05, SEED-IV 79.36/9.62; DEAP val 73.07/5.01 aro 73.20/8.97)",HEDN DEAP arousal 73.20/8.97. Cross-dataset 69.69%.,cross-subject,Abstract,cross-subject transductive multi-source DA (unlabeled target + pseudo-labels),Results table (HEDN(Ours)),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0042,EEG-0043,DAMSDAN: Distribution-Aware Multi-Source Domain Adaptation Network for Cross-Domain EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,distribution-aware multi-source DA (DAMSDAN),prototype constraints + adversarial + MMD source weighting + dual pseudo-labels,unlabeled-target (transductive),no,yes,cross-subject (multi-source),15,cross-subject,subject-disjoint,unclear,accuracy,94.86,4.87,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED 94.86%; 2025 arXiv preprint; transductive MSDA + pseudo-labels.,SEED 94.86/4.87; SEED-IV cross-subject 79.78 (abstract) vs 82.48/8.02 (results table). FACED 82.88/7.77.,yes,yes,verified,full-text,"Results (DAMSDAN SEED 94.86/4.87, SEED-IV 79.78, FACED 82.88/7.77)",DAMSDAN SEED 94.86/4.87 - NEAR-CEILING (2025 arXiv).,cross-subject,Abstract,cross-subject transductive multi-source DA (unlabeled target + pseudo-labels),Results Tables II-IV,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0043,EEG-0043,DAMSDAN: Distribution-Aware Multi-Source Domain Adaptation Network for Cross-Domain EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,distribution-aware multi-source DA (DAMSDAN),prototype constraints + adversarial + MMD source weighting + dual pseudo-labels,unlabeled-target (transductive),no,yes,cross-subject (multi-source),15,cross-subject,subject-disjoint,unclear,accuracy,79.78,not verified (abstract; results-table 82.48/8.02),,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED 94.86%; 2025 arXiv preprint; transductive MSDA + pseudo-labels.,SEED 94.86/4.87; SEED-IV cross-subject 79.78 (abstract) vs 82.48/8.02 (results table). FACED 82.88/7.77.,yes,no,verified,full-text,"Results (DAMSDAN SEED 94.86/4.87, SEED-IV 79.78, FACED 82.88/7.77)",DAMSDAN SEED-IV 79.78 (abstract) / 82.48 (results).,cross-subject,Abstract,cross-subject transductive multi-source DA (unlabeled target + pseudo-labels),Results Tables II-IV,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0044,EEG-0043,DAMSDAN: Distribution-Aware Multi-Source Domain Adaptation Network for Cross-Domain EEG Emotion Recognition,FACED,123,1,32,250 (downsampled),discrete/categorical,9-class,,unclear,distribution-aware multi-source DA (DAMSDAN),prototype constraints + adversarial + MMD source weighting + dual pseudo-labels,unlabeled-target (transductive),no,yes,cross-subject (multi-source),15,cross-subject,subject-disjoint,unclear,accuracy,82.88,7.77,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED 94.86%; 2025 arXiv preprint; transductive MSDA + pseudo-labels.,SEED 94.86/4.87; SEED-IV cross-subject 79.78 (abstract) vs 82.48/8.02 (results table). FACED 82.88/7.77.,yes,no,verified,full-text,"Results (DAMSDAN SEED 94.86/4.87, SEED-IV 79.78, FACED 82.88/7.77)",DAMSDAN FACED 82.88/7.77.,cross-subject,Abstract,cross-subject transductive multi-source DA (unlabeled target + pseudo-labels),Results Tables II-IV,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0045,EEG-0035,DAGAM: A Domain Adversarial Graph Attention Model for Subject Independent EEG-Based Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,domain adversarial graph attention model (DAGAM),graph self-attention pooling + domain adversarial (DANN-style),unlabeled-target (transductive),no,yes,leave-one-subject-out (LOOCV),15,cross-subject,subject-disjoint,unclear,accuracy,92.59,3.21,,no,none reported,mean,cross-subject transductive DA,none,low,Transductive adversarial DA (LOOCV); SEED 92.59/3.21 (tight std).,,yes,yes,verified,full-text,"Results (DAGAM SEED 92.59/3.21, SEED-IV 80.74/4.14)",DAGAM SEED SI-LOOCV 92.59/3.21 (2022 arXiv).,subject-independent / cross-subject,Abstract,"LOSO cross-subject, transductive adversarial DA (unlabeled target)","Results 'LOOCV'; SEED 92.59/3.21, SEED-IV 80.74/4.14",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
